FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT
F1-2,DAL589,DELTA FIVE EIGHTY NINE REDUCE AH CONTINUE DESCENT TO AND MAINTAIN THREE     THOUSAND,5005.52,5009.24,L02F1-0746,
DAL589,F1-2,O K PASSING SIX POINT FIVE FOR THREE THOUSAND DELTA FIVE EIGHTY NINE,5009.85,5012.93,L02F1-0747,
F1-2,DAL590,DELTA FIVE NINETY TURN RIGHT HEADING TWO TWO ZERO,5022.63,5024.79,L02F1-0748,
DAL590,F1-2,FURTHER RIGHT TWO TWO ZERO DELTA FIVE NINETY,5024.86,5026.81,L02F1-0749,
F1-2,DAL590,DELTA FIVE NINETY CONTINUE RIGHT HEADING TWO SIX ZERO INTERCEPT THE     LOCALIZER,5036.72,5039.88,L02F1-0750,
DAL590,F1-2,TWO SIX ZERO AND INTERCEPT THE LOCALIZER DELTA FIVE NINETY,5039.86,5042.25,L02F1-0751,
ACA806,F1-2,APPROACH THIS IS AIR CANADA EIGHT ZERO SIX JUST LEVELING AT SIX,5045.91,5048.99,L02F1-0752,
F1-2,ACA806,AIR CANADA EIGHT ZERO SIX FLY HEADING ONE ONE ZERO,5049.14,5051.17,L02F1-0753,
ACA806,F1-2,ONE ONE ZERO AIR CANADA EIGHT ZERO SIX,5051.7,5053.68,L02F1-0754,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX TURN LEFT HEADING THREE FOUR ZERO,5053.65,5056.15,L02F1-0755,
NERA3776,F1-2,THREE FOUR ZERO THIRTY SEVEN SEVENTY SIX,5056.62,5059.05,L02F1-0756,
F1-2,DAL590,DELTA FIVE NINETY REDUCE SPEED TO ONE SEVEN ZERO,5060.5,5062.71,L02F1-0757,
DAL590,F1-2,HUNDRED AND SEVENTY KNOTS DELTA FIVE NINETY,5063.77,5065.38,L02F1-0758,
F1-2,DAL589,DELTA FIVE EIGHTY NINE REDUCE SPEED TO ONE SEVEN ZERO,5065.37,5067.39,L02F1-0759,
DAL589,F1-2,SLOWING TO ONE SEVENTY DELTA FIVE EIGHTY NINE,5067.82,5069.8,L02F1-0760,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT IS GOING TO GO SLIGHTLY ACROSS THE     LOCALIZER,5069.72,5072.12,L02F1-0761,
NERA3768,F1-2,THIRTY SEVEN SIXTY EIGHT ROGER,5073.2,5074.35,L02F1-0762,
F1-2,NERA3768,ROGER,5077.75,5078.21,L02F1-0764,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT TURN LEFT HEADING TWO SIX ZERO,5079.34,5081.77,L02F1-0765,
NERA3768,F1-2,TWO SIX ZERO NERA THIRTY SEVEN SIXTY EIGHT,5082.66,5084.56,L02F1-0766,
F1-2,DAL590,DELTA FIVE NINETY AH IS AH FOUR MILES FROM RIPIT MAINTAIN TWO THOUSAND OR     ABOVE UNTIL ESTABLISHED CLEARED I L S D M E TWO SEVEN APPROACH REDUCE SPEED     TO ONE SIX ZERO UNTIL RIPIT,5086.54,5093.81,L02F1-0767,
DAL590,F1-2,ONE SIXTY ON SPEED MAINTAIN TWO TWO THOUSAND FEET OR ABOVE CLEARED I L S     RUNWAY TWO I L S D M E RUN RUNWAY TWO SEVEN APPROACH DELTA FIVE NINETY,5093.99,5100.24,L02F1-0768,
F1-2,AAL166,AMERICAN ONE SIXTY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE,5100.4,5103.13,L02F1-0769,
AAL166,F1-2,SIXTY SIX,5103.26,5104.35,L02F1-0770,
F1-2,DAL589,DELTA FIVE EIGHTY NINE IS TWO FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E TWO SEVEN APPROACH AND ONE SEVEN ZERO KNOTS TO RIPIT,5104.53,5110.21,L02F1-0771,
DAL589,F1-2,ONE SEVENTY TO RIPIT AH CLEARED FOR APPROACH AH DELTA FIVE EIGHTY NINE,5111.59,5115.04,L02F1-0772,
F1-2,ACA806,CANADA EIGHT ZERO SIX DESCEND AND MAINTAIN FOUR THOUSAND AND REDUCE SPEED     TO ONE SEVEN ZERO,5115.16,5118.58,L02F1-0773,
ACA806,F1-2,DOWN TO FOUR ONE SEVENTY ZERO ON THE SPEED AIR CANADA EIGHT ZERO SIX,5118.83,5122.51,L02F1-0774,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT IS FIVE MILES FROM LONER CROSS LONER THREE     OR ABOVE CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE SEVEN ZERO UNTIL     RIPIT,5123.94,5130.35,L02F1-0775,
NERA3768,F1-2,AH CLEARED FOR THE APPROACH AND ONE SEVENTY TO RIPIT THIRTY SEVEN SIXTY     EIGHT,5131.45,5134.69,L02F1-0776,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX SAY SPEED,5135.03,5137.15,L02F1-0777,
NERA3776,F1-2,THIRTY SEVEN SEVENTY SIX INDICATING ONE NINER ZERO,5137.36,5139.86,L02F1-0778,
F1-2,NERA3776,THANK YOU,5139.82,5140.4,L02F1-0779,
F1-2,DAL590,DELTA FIVE NINETY CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5150.9,5153.7,L02F1-0780,
DAL590,F1-2,NINETEEN POINT ONE SO LONG DELTA FIVE NINETY,5153.93,5155.74,L02F1-0781,
F1-2,DAL589,DELTA FIVE EIGHTY NINE REDUCE SPEED TO ONE SIX ZERO TO RIPIT,5161.0,5163.48,L02F1-0782,
DAL589,F1-2,SLOWING TO ONE SIXTY DELTA FIVE EIGHTY NINE,5164.3,5166.61,L02F1-0783,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX REDUCE SPEED TO ONE SEVEN ZERO TURN LEFT     HEADING THREE ZERO ZERO INTERCEPT THE LOCALIZER,5178.24,5183.15,L02F1-0784,
NERA3776,F1-2,O K ROGER ON THE SPEED THREE ZERO ZERO TO INTERCEPT THIRTY SEVEN SEVENTY     SIX,5183.75,5187.88,L02F1-0785,
F1-2,DAL589,DELTA FIVE EIGHTY NINE TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,5188.4,5191.61,L02F1-0786,
DAL589,F1-2,FIVE EIGHTY NINE,5192.76,5193.53,L02F1-0787,
F1-2,ACA806,AIR CANADA EIGHT ZERO SIX TURN RIGHT HEADING ONE EIGHT ZERO,5225.77,5227.95,L02F1-0788,
ACA806,F1-2,RIGHT TURN ONE EIGHT ZERO AIR CANADA EIGHT ZERO SIX,5228.21,5230.61,L02F1-0789,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT REDUCE SPEED TO ONE SIX ZERO UNTIL RIPIT,5231.27,5234.33,L02F1-0790,
NERA3768,F1-2,ONE SIXTY TO RIPIT THIRTY SEVEN SIXTY EIGHT,5234.6,5236.59,L02F1-0791,
F1-2,DAL589,DELTA FIVE EIGHTY NINE CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5236.62,5239.47,L02F1-0792,
DAL589,F1-2,NINETEEN ONE GOOD DAY,5239.53,5240.79,L02F1-0793,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX FOUR FROM LONER CROSS LONER AT THREE     THOUSAND OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE     SEVEN ZERO KNOTS UNTIL RIPIT,5241.49,5248.64,L02F1-0794,
NERA3776,F1-2,O K ROGER ON THE SPEED CLEARED FOR THE APPROACH CROSS AT THREE THOUSAND     OR ABOVE THIRTY SEVEN SEVENTY SIX,5249.09,5253.61,L02F1-0795,
DAL440,F1-2,DELTA FOUR FORTY FIVE THOUSAND,5254.54,5255.82,L02F1-0796,
F1-2,DAL440,DELTA FOUR FORTY BOSTON APPROACH FLY HEADING ZERO ONE ZERO,5256.08,5258.59,L02F1-0797,
DAL440,F1-2,HEADING ZERO ONE ZERO DELTA FOUR FORTY,5258.91,5260.25,L02F1-0798,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL     HOLD SHORT OF YOUR RUNWAY,5261.8,5265.46,L02F1-0799,
NERA3768,F1-2,THIRTY SEVEN SIXTY EIGHT ROGER,5265.69,5267.0,L02F1-0800,
COA1234,F1-2,APPROACH CONTINENTAL TWELVE THIRTY FOUR IS WITH YOU SIX SIX FOR SIX,5283.42,5286.2,L02F1-0801,
F1-2,ACA806,AIR CANADA EIGHT ZERO SIX TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT THE     LOCALIZER,5286.28,5289.42,L02F1-0802,
ACA806,F1-2,TWO FIVE ZERO INTERCEPT LOCALIZER AIR CANADA EIGHT ZERO SIX,5290.12,5293.45,L02F1-0803,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR BOSTON APPROACH FLY HEADING ONE ONE ZERO     MAINTAIN TWO ONE ZERO KNOTS,5293.63,5297.42,L02F1-0804,
COA1234,F1-2,ONE ONE ZERO TWO TEN CONTINENTAL TWELVE THIRTY FOUR,5297.58,5299.82,L02F1-0805,
F1-2,COA1234,DELTA CORRECTION CONTINENTAL TWELVE THIRTY FOUR DESCEND AH MAINTAIN THREE     THOUSAND,5327.86,5331.2,L02F1-0806,
COA1234,F1-2,DOWN TO THREE CONTINENTAL TWELVE THIRTY FOUR,5331.46,5333.11,L02F1-0807,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE,5333.3,5335.96,L02F1-0808,
NERA3768,F1-2,NINETEEN POINT ONE ROGER,5336.15,5337.4,L02F1-0809,
F1-2,DAL440,DELTA FOUR FORTY REDUCE SPEED TO TWO ONE ZERO,5337.68,5339.56,L02F1-0810,
DAL440,F1-2,TWO TEN DELTA FOUR FORTY,5339.77,5340.72,L02F1-0811,
F1-2,ACA806,CANADA EIGHT ZERO SIX THREE AND A HALF FROM LONER CROSS LONER AT THREE     THOUSAND OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE     SEVEN ZERO KNOTS UNTIL RIPIT,5341.08,5347.81,L02F1-0812,
ACA806,F1-2,ONE SEVENTY TO RIPIT CLEARED I L S AH TWO SEVEN AIR CANADA EIGHT ZERO     SEVEN EIGHT AH ZERO SIX,5348.47,5353.93,L02F1-0813,
F1-2,DAL440,DELTA FOUR FORTY REDUCE SPEED FURTHER TO ONE SEVEN ZERO,5378.73,5381.02,L02F1-0814,
DAL440,F1-2,ONE SEVEN ZERO DELTA FOUR FORTY,5383.15,5384.49,L02F1-0815,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR REDUCE SPEED TO ONE SEVEN ZERO THEN     MAINTAIN THREE THOUSAND PLEASE,5389.46,5392.74,L02F1-0816,
COA1234,F1-2,ONE SEVEN ZERO THEN THREE CONTINENTAL TWELVE THIRTY FOUR,5392.73,5395.51,L02F1-0817,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE     SO LONG,5414.12,5417.4,L02F1-0818,
NERA3776,F1-2,THIRTY SEVEN SEVENTY SIX SEE YOU,5418.01,5419.63,L02F1-0819,
F1-2,DAL440,DELTA FOUR FORTY MAINTAIN FOUR THOUSAND,5420.85,5422.78,L02F1-0820,
DAL440,F1-2,(UNINTELLIGIBLE,5423.06,5424.35,L02F1-0821,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR TURN RIGHT HEADING ONE NINER ZERO MAINTAIN     TWO THOUSAND,5434.04,5437.14,L02F1-0822,
COA1234,F1-2,ONE NINE ZERO AND DOWN TO TWO CONTINENTAL TWELVE EIGHTY FOUR,5437.93,5440.91,L02F1-0823,PILOT MISSTATES AIRCRAFT IDENT
F1-2,DAL440,DELTA FOUR FORTY TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE LOCALIZER,5442.36,5445.2,L02F1-0824,
DAL440,F1-2,LEFT TWO NINETY INTERCEPT THE LOCALIZER DELTA FOUR FORTY,5445.52,5447.4,L02F1-0825,
F1-2,ACA806,CANADA EIGHT ZERO SIX CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5460.6,5463.26,L02F1-0826,
ACA806,F1-2,NINETEEN POINT ONE AIR CANADA EIGHT ZERO SIX SO LONG,5463.62,5465.63,L02F1-0827,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT     THE TWO SEVEN LOCALIZER,5468.23,5471.66,L02F1-0828,
COA1234,F1-2,TWO FIVE ZERO FOR THE INTERCEPT CONTINENTAL TWELVE THIRTY FOUR,5471.85,5474.88,L02F1-0829,
F1-2,DAL440,DELTA FOUR FORTY TRAFFIC TWELVE O (QUOTE CLOCK,5475.15,5479.61,L02F1-0830,
DAL440,F1-2,ROG DELTA FOUR FORTY,5479.78,5480.86,L02F1-0831,
F1-2,DAL440,DELTA FOUR FORTY IS FIVE FROM LONER CROSS LONER THREE OR ABOVE CLEARED I     L S D M E TWO SEVEN APPROACH SPEED OF ONE SEVEN ZERO TO RIPIT,5487.13,5492.21,L02F1-0832,
DAL440,F1-2,CROSS LONER THREE OR ABOVE ONE SEVENTY TO RIPIT CLEARED THE I L S D M E     TWO SEVEN DELTA FOUR FORTY,5492.61,5496.36,L02F1-0833,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR IS FOUR FROM RIPIT INTERCEPT THE LOCALIZER     AT OR ABOVE TWO THOUSAND CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE     SEVEN ZERO TO RIPIT,5514.03,5520.31,L02F1-0834,
COA1234,F1-2,CONTINENTAL TWELVE THIRTY FOUR,5520.33,5521.91,L02F1-0835,
TWA754,F1-2,T W A SEVEN FIFTY FOUR HEAVY LEVEL FIVE THOUSAND,5522.93,5525.83,L02F1-0836,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY BOSTON APPROACH DESCEND AND MAINTAIN THREE     THOUSAND THEN REDUCE SPEED TO ONE SEVEN ZERO,5525.85,5529.71,L02F1-0837,
TWA754,F1-2,DOWN TO THREE THOUSAND THEN SLOW TO ONE SEVENTY T W A SEVEN FIFTY FOUR     HEAVY,5530.69,5535.36,L02F1-0838,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING ONE NINER ZERO,5586.91,5589.43,L02F1-0839,
TWA754,F1-2,RIGHT ONE NINER ZERO T W A SEVEN FIFTY FOUR HEAVY,5590.35,5593.25,L02F1-0840,
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR CONTACT THE TOWER ON ONE ONE NINER POINT     ONE SO LONG,5593.5,5596.48,L02F1-0841,
COA1234,F1-2,CONTINENTAL TWELVE THIRTY FOUR,5596.38,5597.49,L02F1-0842,
UAL352,F1-2,UNITED THREE FIVE TWO AT FIVE THOUSAND,5599.69,5601.42,L02F1-0843,
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY BOSTON APPROACH REDUCE SPEED TO ONE SEVEN     ZERO,5601.6,5604.22,L02F1-0844,
UAL352,F1-2,SLOW TO ONE SEVENTY UNITED THREE FIVE TWO HEAVY,5604.5,5606.33,L02F1-0845,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING TWO TWO ZERO,5611.04,5613.39,L02F1-0846,
TWA754,F1-2,RIGHT TWO TWO ZERO T W A SEVEN FIFTY FOUR HEAVY,5613.94,5616.71,L02F1-0847,
F1-2,DAL440,DELTA FOUR FORTY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD SHORT OF     YOUR RUNWAY,5643.88,5647.18,L02F1-0848,
DAL440,F1-2,ROGER DELTA FOUR FORTY,5648.54,5649.52,L02F1-0849,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING TWO SIX ZERO INTERCEPT     THE LOCALIZER,5649.64,5652.9,L02F1-0850,
TWA754,F1-2,TWO SIX ZERO TO INTERCEPT THE LOCALIZER T W A SEVEN FIFTY FOUR HEAVY,5653.91,5657.44,L02F1-0851,
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY MAINTAIN FOUR THOUSAND,5666.06,5668.05,L02F1-0852,
UAL352,F1-2,DOWN TO FOUR WE (QUOTE LL,5668.53,5670.48,L02F1-0853,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY THREE FROM RIP CORRECTION THREE FROM LONER     CROSS LONER AT THREE THOUSAND CLEARED I L S D M E TWO SEVEN APPROACH SPEED     ONE SEVEN ZERO UNTIL RIPIT,5673.67,5680.42,L02F1-0854,
TWA754,F1-2,CLEARED FOR THE APPROACH ONE SEVENTY TO RIPIT T W A SEVEN FIFTY FOUR     HEAVY,5681.01,5684.62,L02F1-0855,
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY TURN RIGHT HEADING ONE NINER ZERO,5702.42,5704.93,L02F1-0856,
UAL352,F1-2,RIGHT ONE NINE ZERO UNITED THREE FIVE TWO,5705.5,5707.42,L02F1-0857,
F1-2,DAL440,DELTA FOUR FORTY CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5710.05,5712.39,L02F1-0858,
DAL440,F1-2,GOOD DAY,5712.49,5713.22,L02F1-0859,
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY THREE AND A HALF FROM LONER TURN LEFT     CORRECTION TURN RIGHT HEADING TWO SIX ZERO CROSS LONER THREE THOUSAND OR     ABOVE CLEARED I L S D M E TWO SEVEN APPROACH,5769.69,5777.32,L02F1-0860,
UAL352,F1-2,RIGHT TWO SIXTY LONER THREE OR ABOVE ABOVE AND AH CLEARED TWO SEVEN I L S     UNITED THREE FIVE TWO HEAVY,5778.22,5782.98,L02F1-0861,
VIR011,F1-2,(UNINTELLIGIBLE,5795.45,5801.82,L02F1-0862,
F1-2,VIR011,VIRGIN ZERO ONE ONE HEAVY BOSTON APPROACH FLY HEADING TWO SIX ZERO TO     INTERCEPT THE LOCALIZER MAINTAIN FOUR THOUSAND,5801.84,5806.51,L02F1-0863,
VIR011,F1-2,HEADING TWO SIX ZERO INTERCEPT LOCALIZER MAINTAIN FOUR THOUSAND VIRGIN     ZERO ONE ONE HEAVY,5807.4,5811.24,L02F1-0864,
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD NIGHT,5848.94,5852.1,L02F1-0865,
TWA754,F1-2,NINETEEN ONE GOOD NIGHT GOOD AFTERNOON,5853.09,5855.84,L02F1-0866,
F1-2,TWA754,DARK IN HERE,5857.3,5858.16,L02F1-0867,
TWA810,F1-2,T W A EIGHT TEN HEAVY LEVEL SIX THOUSAND,5859.2,5861.25,L02F1-0868,
F1-2,TWA810,T W A EIGHT TEN HEAVY BOSTON APPROACH ROGER,5861.26,5863.36,L02F1-0869,
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC ELEVEN O (QUOTE CLOCK,5876.03,5879.7,L02F1-0870,
TWA810,F1-2,EIGHT TEN,5881.85,5882.32,L02F1-0871,
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD DAY,5887.0,5889.96,L02F1-0872,
UAL352,F1-2,NINETEEN ONE UNITED THREE FIVE TWO HEAVY SO LONG,5890.43,5892.69,L02F1-0873,
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC IS AH ELEVEN THIRTY TWELVE O (QUOTE CLOCK,5907.63,5911.49,L02F1-0874,
TWA810,F1-2,WELL NO JOY WE GOT SOME AH LOW LYING SCUD IN HERE AH TALLY HO,5916.69,5920.56,L02F1-0875,
F1-2,TWA810,T W A EIGHT TEN HEAVY DESCEND AND MAINTAIN FOUR THOUSAND,5930.41,5932.8,L02F1-0876,
TWA810,F1-2,DOWN TO FOUR THOUSAND T W A EIGHT TEN HEAVY,5934.02,5935.69,L02F1-0877,
F1-2,VIR011,VIRGIN ONE ONE HEAVY SAY SPEED,5935.71,5937.13,L02F1-0878,
VIR011,F1-2,AH VIRGIN ONE ONE HEAVY ONE NINE ZERO,5938.03,5939.89,L02F1-0879,
F1-2,VIR011,ALL RIGHT VIRGIN ONE ONE HEAVY IN THE FUTURE IF YOU COULD JUST LET ME     KNOW BE PRIOR TO REDUCING BELOW LAST ASSIGNED AIRSPEED SO I CAN PLAN     APPROPRIATELY,5940.02,5945.27,L02F1-0880,
VIR011,F1-2,MY APOLOGIES VIRGIN ONE ONE,5945.44,5946.87,L02F1-0881,
F1-2,TWA810,T W A EIGHT TEN HEAVY DESCEND AND MAINTAIN TWO THOUSAND,5950.03,5952.03,L02F1-0882,
TWA810,F1-2,DOWN TWO THOUSAND T W EIGHT TEN HEAVY,5953.28,5955.0,L02F1-0883,
F1-2,TWA810,T W A EIGHT TEN HEAVY TURN RIGHT HEADING ONE NINER ZERO,5968.67,5971.15,L02F1-0884,
TWA810,F1-2,ONE NINE ZERO EIGHT TEN,5971.46,5972.74,L02F1-0885,
F1-2,VIR011,VIRGIN ELEVEN HEAVY REDUCE SPEED TO ONE SEVEN ZERO THEN DESCEND AND     MAINTAIN THREE THOUSAND,5974.1,5978.11,L02F1-0886,
VIR011,F1-2,REDUCE SPEED ONE SEVEN ZERO DESCEND MAINTAIN THREE THOUSAND VIRGIN ONE     ONE HEAVY,5978.31,5981.78,L02F1-0887,
F1-2,TWA810,T W A EIGHT TEN HEAVY TURN RIGHT HEADING TWO TWO ZERO,6004.22,6006.49,L02F1-0888,
TWA810,F1-2,TWO TWO ZERO EIGHT TEN,6006.7,6008.09,L02F1-0889,
N308EL,F1-2,APPROACH THREE ZERO EIGHT ECHO LIMA WITH YOU AT SIX,6009.02,6011.51,L02F1-0890,
F1-2,N308EL,GULFSTREAM THREE ZERO EIGHT ECHO LIMA BOSTON APPROACH ROGER FLY HEADING     ONE ZERO ZERO CAUTION WAKE TURBULENCE YOU (QUOTE RE,6011.93,6018.0,L02F1-0891,
N308EL,F1-2,EIGHT ECHO LIMA,6018.44,6019.39,L02F1-0892,
F1-2,TWA810,T W A EIGHT TEN HEAVY FOUR FROM RIPIT TURN RIGHT HEADING TWO FIVE ZERO     INTERCEPT THE LOCALIZER AT OR ABOVE TWO THOUSAND CLEARED I L S D M E RUNWAY     TWO SEVEN APPROACH,6022.55,6028.75,L02F1-0893,
TWA810,F1-2,TWO FIVE ZERO WE (QUOTE LL,6029.08,6031.74,L02F1-0894,
F1-2,TWA810,T W A EIGHT TEN HEAVY SPEED NO LESS THAN ONE SEVEN ZERO UNTIL AH RIPIT     PLEASE,6031.97,6036.1,L02F1-0895,
TWA810,F1-2,GIVE YOU THAT,6036.4,6037.0,L02F1-0896,
F1-2,VIR011,VIRGIN ONE ONE HEAVY (QUOTE S,6039.46,6050.63,L02F1-0897,
VIR011,F1-2,VIRGIN (QUOTE S,6050.7,6052.47,L02F1-0898,
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA DESCEND AND MAINTAIN THREE THOUSAND,6059.11,6061.3,L02F1-0899,
N308EL,F1-2,OUT OF SIX FOR THREE THOUSAND FEET EIGHT ECHO LIMA,6061.7,6064.16,L02F1-0900,
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE HOLDING     SHORT OF YOUR RUNWAY,6066.59,6070.43,L02F1-0901,
TWA810,F1-2,EIGHT TEN THANK YOU,6070.69,6071.76,L02F1-0902,
NWA46,F1-2,APPROACH NORTHWEST FORTY SIX HEAVY AT SIX THOUSAND,6075.06,6077.54,L02F1-0903,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY BOSTON APPROACH FLY HEADING ONE ZERO ZERO,6077.97,6080.76,L02F1-0904,
NWA46,F1-2,ONE ZERO ZERO,6081.33,6082.26,L02F1-0905,
F1-2,VIR011,VIRGIN ONE ONE HEAVY TRAFFIC WILL BE LANDING ON RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,6090.05,6093.99,L02F1-0906,
VIR011,F1-2,VIRGIN ONE ONE HEAVY COPY,6094.31,6095.63,L02F1-0907,
F1-2,TWA810,T W A EIGHT TEN HEAVY CONTACT THE TOWER NOW ONE ONE NINER POINT ONE GOOD     NIGHT,6095.92,6099.32,L02F1-0908,
TWA810,F1-2,NINETEEN ONE EIGHT TEN,6099.49,6100.62,L02F1-0909,
USA1910,F1-2,BOSTON U S NINETEEN TEN IS OUT OF SIX FOR FIVE HEADING ZERO TWO ZERO,6107.25,6111.13,L02F1-0910,
F1-2,USA1910,U S AIR NINETEEN TEN BOSTON APPROACH ROGER CAUTION WAKE TURBULENCE     SEQUENCED TODAY BEHIND A HEAVY D C TEN,6111.27,6115.34,L02F1-0911,
USA1910,F1-2,THANK YOU,6115.83,6116.36,L02F1-0912,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY DESCEND AND MAINTAIN FOUR THOUSAND THEN REDUCE     SPEED TO ONE SEVEN ZERO,6122.13,6125.77,L02F1-0913,
NWA46,F1-2,DOWN TO FOUR THOUSAND SLOW TO ONE SEVENTY NORTHWEST FORTY SIX HEAVY WE     (QUOTE RE,6126.05,6129.84,L02F1-0914,
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA REDUCE SPEED TO ONE SEVEN ZERO TURN RIGHT     HEADING ONE NINER ZERO,6139.05,6142.55,L02F1-0915,
N308EL,F1-2,ONE NINETY HEADING ONE SEVENTY SPEED EIGHT ECHO LIMA,6142.99,6145.66,L02F1-0916,
F1-2,VIR011,VIRGIN ONE ONE HEAVY CONTACT THE TOWER NOW ONE ONE NINER POINT ONE GOOD     DAY,6164.6,6167.75,L02F1-0917,
VIR011,F1-2,TOWER ONE ONE NINE POINT ONE VIRGIN ZERO ONE ONE HEAVY GOOD NIGHT SIR,6167.74,6170.41,L02F1-0918,
F1-2,USA1910,U S AIR NINETEEN TEN REDUCE SPEED TO TWO ONE ZERO,6171.44,6173.52,L02F1-0919,
USA1910,F1-2,TWO TEN U S NINETEEN TEN,6173.98,6175.57,L02F1-0920,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY FLY HEADING ZERO NINER ZERO,6176.74,6178.93,L02F1-0921,
NWA46,F1-2,ZERO NINE ZERO NORTHWEST FORTY SIX,6179.44,6181.08,L02F1-0922,
USA1617,F1-2,U S AIR SIXTEEN SEVENTEEN SEVEN FOR FIVE,6181.75,6184.39,L02F1-0923,
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN BOSTON APPROACH ROGER,6184.57,6186.63,L02F1-0924,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY IF I GAVE YOU SOMETHING DIFFERENT DESCEND AND     MAINTAIN THREE THOUSAND,6196.42,6199.5,L02F1-0925,
NWA46,F1-2,K ON DOWN TO THREE THOUSAND FOR NORTHWEST FORTY SIX,6200.28,6202.96,L02F1-0926,
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA TURN RIGHT HEADING TWO SEVEN ZERO,6202.9,6205.02,L02F1-0927,
N308EL,F1-2,TWO SEVENTY HEADING EIGHT ECHO LIMA,6205.29,6206.98,L02F1-0928,
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA MY TURN WAS LATE FLY HEADING OF AH TWO NINER     ZERO YOU (QUOTE RE,6216.77,6227.03,L02F1-0929,
N308EL,F1-2,TWO NINETY TO INTERCEPT CLEARED FOR THE TWO SEVEN I L S D M E AND AH ONE     SEVENTY TO RIPIT EIGHT ECHO LIMA,6228.04,6234.07,L02F1-0930,
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING ONE NINER ZERO,6240.81,6243.1,L02F1-0931,
