FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT,cleaned_text,normalized_text
SWR126,F1-1,NINETEEN ONE GOOD BY,624.37,625.65,L02F1-0109,,nineteen one good by,xxxx xxx good by
PAA536,F1-1,BOSTON APPROACH CLIPPER FIVE THIRTY SIX WITH YOU AH OUT OF NINER THOUSAND     FOR FIVE THOUSAND,630.71,634.1,L02F1-0110,,boston approach clipper five thirty six with you ah out of niner thousand for five thousand,boston approach clipper xxxx xxxx xxx with you ah out of niner xxxx for xxxx xxxx
F1-1,PAA536,CLIPPER FIVE THIRTY SIX BOSTON ROGER,634.22,635.65,L02F1-0111,,clipper five thirty six boston roger,clipper xxxx xxxx xxx boston roger
F1-1,USA884,U S AIR U S AIR EIGHT EIGHTY FOUR TURN LEFT HEADING ZERO NINER ZERO,637.07,640.84,L02F1-0112,,u s air u s air eight eighty four turn left heading zero niner zero,u s air u s air xxxx xxxx xxxx turn left heading xxxx niner xxxx
USA884,F1-1,LEFT TURN ZERO NINE ZERO U S AIR EIGHT EIGHTY FOUR,641.31,643.53,L02F1-0113,,left turn zero nine zero u s air eight eighty four,left turn xxxx xxxx xxxx u s air xxxx xxxx xxxx
F1-1,USA884,U S AIR EIGHT EIGHTY FOUR YOU ARE TURNING RIGHT DIRECT TO BOSTON,651.62,654.11,L02F1-0114,,u s air eight eighty four you are turning right direct to boston,u s air xxxx xxxx xxxx you are turning right direct to boston
USA884,F1-1,THAT (QUOTE S,654.11,655.27,L02F1-0115,,that quote s,that quote s
F1-1,USA884,I (QUOTE M,655.23,658.64,L02F1-0116,,i quote m,i quote m
USA884,F1-1,WE WAS WONDERING ABOUT THAT O K,659.0,660.76,L02F1-0117,,we was wondering about that o k,we was wondering about that o k
F1-1,USA884,RIGHT,660.86,661.36,L02F1-0118,,right,right
USA884,F1-1,YOU NORMALLY EXPECT A HEADING AH ONCE YOU GET BEFORE YOU GET TO THAT AH     FIX,661.61,664.93,L02F1-0119,,you normally expect a heading ah once you get before you get to that ah fix,you normally expect a heading ah once you get before you get to that ah fix
F1-1,USA884,YEAH WE (QUOTE RE,664.97,677.27,L02F1-0120,,yeah we quote re,yeah we quote re
USA884,F1-1,O K ALL THE WAY BACK AROUND TO ZERO FOUR ZERO U S AIR EIGHT EIGHTY FOUR,677.89,681.0,L02F1-0121,,o k all the way back around to zero four zero u s air eight eighty four,o k all the way back around to xxxx xxxx xxxx u s air xxxx xxxx xxxx
GAA458,F1-1,BOSTON BIZEX FOUR FIFTY EIGHT PASSING ZERO FOUR ZERO,683.14,685.81,L02F1-0122,,boston bizex four fifty eight passing zero four zero,boston bizex xxxx xxxx xxxx passing xxxx xxxx xxxx
F1-1,GAA458,FOUR FIVE EIGHT ROGER,686.0,687.12,L02F1-0123,,four five eight roger,xxxx xxxx xxxx roger
F1-1,SWR126,SWISSAIR ONE TWENTY SIX HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE,687.63,690.41,L02F1-0124,,swissair one twenty six heavy contact the tower one one niner point one,swissair xxx xxxx xxx heavy contact the tower xxx xxx niner point xxx
F1-1,PAA536,CLIPPER FIVE THIRTY SIX TURN LEFT HEADING THREE SIX ZERO AND DESCEND AND     MAINTAIN THREE THOUSAND,695.42,698.93,L02F1-0125,,clipper five thirty six turn left heading three six zero and descend and maintain three thousand,clipper xxxx xxxx xxx turn left heading xxxx xxx xxxx and descend and maintain xxxx xxxx
PAA536,F1-1,THREE SIX ZERO THREE THOUSAND CLIPPER FIVE THIRTY SIX,699.06,701.54,L02F1-0126,,three six zero three thousand clipper five thirty six,xxxx xxx xxxx xxxx xxxx clipper xxxx xxxx xxx
DAL258,F1-1,GOOD AFTERNOON APPROACH DELTA TWO FIFTY EIGHT HERE VACATING AH TEN FOR     FIVE WITH KILO,703.56,707.88,L02F1-0127,,good afternoon approach delta two fifty eight here vacating ah ten for five with kilo,good afternoon approach delta xxx xxxx xxxx here vacating ah xxx for xxxx with kilo
F1-1,DAL258,DELTA TWO FIFTY EIGHT ROGER,707.8,708.74,L02F1-0128,,delta two fifty eight roger,delta xxx xxxx xxxx roger
F1-1,USA884,U S AIR EIGHT EIGHTY FOUR MAKE YOUR RIGHT TURN BACK TO HEADING TWO FIVE     ZERO AND INTERCEPT THE LOCALIZER APOLOGIZE FOR THAT,730.12,735.52,L02F1-0129,,u s air eight eighty four make your right turn back to heading two five zero and intercept the localizer apologize for that,u s air xxxx xxxx xxxx make your right turn back to heading xxx xxxx xxxx and intercept the localizer apologize for that
USA884,F1-1,O K AH RIGHT TURN BACK AH TWO FIVE ZERO TO INTERCEPT THE LOCALIZER U S     AIR EIGHT EIGHTY FOUR THAT (QUOTE S,736.33,741.36,L02F1-0130,,o k ah right turn back ah two five zero to intercept the localizer u s air eight eighty four that quote s,o k ah right turn back ah xxx xxxx xxxx to intercept the localizer u s air xxxx xxxx xxxx that quote s
F1-1,PAA536,CLIPPER FIVE THIRTY SIX TURN RIGHT TO HEADING OF ZERO THREE ZERO AND     DESCEND AND MAINTAIN FOUR THOUSAND,743.3,748.05,L02F1-0131,,clipper five thirty six turn right to heading of zero three zero and descend and maintain four thousand,clipper xxxx xxxx xxx turn right to heading of xxxx xxxx xxxx and descend and maintain xxxx xxxx
PAA536,F1-1,O K YOU WANT US AH RIGHT TO ZERO THREE ZERO,749.89,752.51,L02F1-0132,,o k you want us ah right to zero three zero,o k you want us ah right to xxxx xxxx xxxx
F1-1,PAA536,CLIPPER FIVE THIRTY SIX AFFIRMATIVE,752.52,753.95,L02F1-0133,,clipper five thirty six affirmative,clipper xxxx xxxx xxx affirmative
PAA536,F1-1,O K ZERO THREE ZERO FOUR THOUSAND WE (QUOTE LL,754.39,757.63,L02F1-0134,,o k zero three zero four thousand we quote ll,o k xxxx xxxx xxxx xxxx xxxx we quote ll
F1-1,GAA458,BIZEX FOUR FIFTY EIGHT DESCEND AND MAINTAIN THREE THOUSAND,765.13,767.54,L02F1-0135,,bizex four fifty eight descend and maintain three thousand,bizex xxxx xxxx xxxx descend and maintain xxxx xxxx
GAA458,F1-1,DOWN TO THREE THOUSAND BIZEX FOUR FIFTY EIGHT WHO WE LOOKING FOR,767.62,770.11,L02F1-0136,,down to three thousand bizex four fifty eight who we looking for,down to xxxx xxxx bizex xxxx xxxx xxxx who we looking for
F1-1,GAA458,AH A HEAVY JET ON A HALF A MILE FINAL AS A MATTER OF FACT JUST ADVISE THE     RUNWAY IN SIGHT,770.25,774.72,L02F1-0137,,ah a heavy jet on a half a mile final as a matter of fact just advise the runway in sight,ah a heavy jet on a half a mile final as a matter of fact just advise the runway in sight
GAA458,F1-1,GOT IT ALL AND THE HEAVY IN SIGHT,774.94,776.38,L02F1-0138,,got it all and the heavy in sight,got it all and the heavy in sight
F1-1,GAA458,THANKS BIZEX FOUR FIVE EIGHT AFTER LANDING RUNWAY TWO TWO LEFT HOLD SHORT     OF RUNWAY TWO SEVEN CAUTION TURBULENCE FROM THE HEAVY JET AH DESCENT YOU     DISCRETION,776.48,782.54,L02F1-0139,,thanks bizex four five eight after landing runway two two left hold short of runway two seven caution turbulence from the heavy jet ah descent you discretion,thanks bizex xxxx xxxx xxxx after landing runway xxx xxx left hold short of runway xxx xxxx caution turbulence from the heavy jet ah descent you discretion
GAA458,F1-1,O K WE (QUOTE LL,782.62,785.86,L02F1-0140,,o k we quote ll,o k we quote ll
F1-1,USA884,U S AIR EIGHT EIGHTY FOUR YOU (QUOTE RE,796.37,801.6,L02F1-0141,,u s air eight eighty four you quote re,u s air xxxx xxxx xxxx you quote re
USA884,F1-1,CLEARED FOR THE I L S D M E TO AH TWO SEVEN AH LONER THREE THOUSAND OR     ABOVE U S AIR EIGHT EIGHTY FOUR,802.08,806.5,L02F1-0142,,cleared for the i l s d m e to ah two seven ah loner three thousand or above u s air eight eighty four,cleared for the i l s d m e to ah xxx xxxx ah loner xxxx xxxx or above u s air xxxx xxxx xxxx
F1-1,PAA536,CLIPPER FIVE THIRTY SIX TURN LEFT HEADING TWO NINER ZERO AND INTERCEPT     THE LOCALIZER,806.53,809.68,L02F1-0143,,clipper five thirty six turn left heading two niner zero and intercept the localizer,clipper xxxx xxxx xxx turn left heading xxx niner xxxx and intercept the localizer
PAA536,F1-1,TWO NINER ZERO FOR THE LOCALIZER CLIPPER FIVE THIRTY SIX,809.84,812.11,L02F1-0144,,two niner zero for the localizer clipper five thirty six,xxx niner xxxx for the localizer clipper xxxx xxxx xxx
F1-1,DAL258,DELTA TWO FIFTY EIGHT DESCEND AND MAINTAIN THREE THOUSAND,820.51,822.81,L02F1-0145,,delta two fifty eight descend and maintain three thousand,delta xxx xxxx xxxx descend and maintain xxxx xxxx
DAL258,F1-1,CONTINUE DOWN TO THREE THOUSAND FOR DELTA TWO FIFTY EIGHT,823.61,825.94,L02F1-0146,,continue down to three thousand for delta two fifty eight,continue down to xxxx xxxx for delta xxx xxxx xxxx
F1-1,DAL258,DELTA TWO FIFTY EIGHT TURN LEFT HEADING THREE THREE ZERO,869.37,871.7,L02F1-0147,,delta two fifty eight turn left heading three three zero,delta xxx xxxx xxxx turn left heading xxxx xxxx xxxx
DAL258,F1-1,LEFT THREE THREE OH FOR DELTA TWO FIFTY EIGHT,872.32,874.67,L02F1-0148,,left three three oh for delta two fifty eight,left xxxx xxxx oh for delta xxx xxxx xxxx
F1-1,GAA458,BIZEX FOUR FIVE EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE,874.64,877.71,L02F1-0149,,bizex four five eight contact the tower one one niner point one,bizex xxxx xxxx xxxx contact the tower xxx xxx niner point xxx
GAA458,F1-1,NINETEEN ONE AND AH WE (QUOTE RE,877.74,880.24,L02F1-0150,,nineteen one and ah we quote re,xxxx xxx and ah we quote re
F1-1,PAA536,CLIPPER FIVE THIRTY SIX REDUCE AND MAINTAIN SPEED ONE SEVEN ZERO KNOTS TO     RIPIT YOU (QUOTE RE,881.81,889.83,L02F1-0151,,clipper five thirty six reduce and maintain speed one seven zero knots to ripit you quote re,clipper xxxx xxxx xxx reduce and maintain speed xxx xxxx xxxx knots to ripit you quote re
PAA536,F1-1,O K CLEARED APPROACH AH THREE THOUSAND TO LONER AND AH ONE SEVENTY TO     RIPIT CLIPPER AH FIVE THIRTY SIX,891.37,897.57,L02F1-0152,,o k cleared approach ah three thousand to loner and ah one seventy to ripit clipper ah five thirty six,o k cleared approach ah xxxx xxxx to loner and ah xxx xxxx to ripit clipper ah xxxx xxxx xxx
F1-1,USA884,U S AIR EIGHT EIGHTY FOUR YOU (QUOTE RE,898.29,906.0,L02F1-0153,,u s air eight eighty four you quote re,u s air xxxx xxxx xxxx you quote re
USA884,F1-1,ONE SEVENTY OR GREATER TIL RIPIT U S AIR EIGHT EIGHTY FOUR WE (QUOTE LL,906.38,909.54,L02F1-0154,,one seventy or greater til ripit u s air eight eighty four we quote ll,xxx xxxx or greater til ripit u s air xxxx xxxx xxxx we quote ll
F1-1,USA884,U S AIR EIGHT EIGHTY FOUR TOWER (QUOTE S,909.58,912.27,L02F1-0155,,u s air eight eighty four tower quote s,u s air xxxx xxxx xxxx tower quote s
USA884,F1-1,SEE YOU NOW YOU ALL TAKE CARE,912.39,913.6,L02F1-0156,,see you now you all take care,see you now you all take care
F1-1,USA884 PAA536,SEE YOU NOW CLIPPER FIVE THIRTY SIX AGAIN ONE SEVENTY TO RIPIT YOU CAN     CONTACT THE TOWER ONE ONE NINER POINT ONE,913.66,917.79,L02F1-0157,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION,see you now clipper five thirty six again one seventy to ripit you can contact the tower one one niner point one,see you now clipper xxxx xxxx xxx again xxx xxxx to ripit you can contact the tower xxx xxx niner point xxx
PAA536,F1-1,CLIPPER FIVE THIRTY SIX,919.07,920.05,L02F1-0158,,clipper five thirty six,clipper xxxx xxxx xxx
F1-1,DAL258,DELTA TWO FIFTY EIGHT TURN LEFT HEADING THREE ZERO ZERO YOU (QUOTE RE,920.68,926.96,L02F1-0159,,delta two fifty eight turn left heading three zero zero you quote re,delta xxx xxxx xxxx turn left heading xxxx xxxx xxxx you quote re
DAL258,F1-1,LEFT THREE THREE HUNDRED AND INTERCEPT THE LOCALIZER AND CLEARED FOR THE     I L S TWO SEVEN FOR DELTA TWO FIFTY EIGHT,927.7,932.32,L02F1-0160,,left three three hundred and intercept the localizer and cleared for the i l s two seven for delta two fifty eight,left xxxx xxxx xxxx and intercept the localizer and cleared for the i l s xxx xxxx for delta xxx xxxx xxxx
PCN3566,F1-1,PRECISION THIRTY FIVE SIXTY SIX FIVE POINT FIVE,933.36,935.91,L02F1-0161,,precision thirty five sixty six five point five,precision xxxx xxxx xxxx xxx xxxx point xxxx
F1-1,PCN3566,PRECISION THIRTY FIVE SIXTY SIX BOSTON APPROACH ROGER,935.87,937.9,L02F1-0162,,precision thirty five sixty six boston approach roger,precision xxxx xxxx xxxx xxx boston approach roger
PCN3521,F1-1,PRECISION THIRTY FIVE TWENTY ONE (UNINTELLIGIBLE,939.66,943.64,L02F1-0163,GARBLED TRANSMISSION,precision thirty five twenty one unintelligible,precision xxxx xxxx xxxx xxx unintelligible
F1-1,PCN3521,PRECISION THIRTY FIVE TWENTY ONE BOSTON APPROACH ROGER,944.23,946.12,L02F1-0164,,precision thirty five twenty one boston approach roger,precision xxxx xxxx xxxx xxx boston approach roger
BTA3844,F1-1,JET LINK THIRTY EIGHT FORTY FOUR IS ON BOARD GOING TO FOUR THOUSAND WITH     AH ZERO ONE ZERO ASSIGNED,950.38,954.66,L02F1-0165,,jet link thirty eight forty four is on board going to four thousand with ah zero one zero assigned,jet link xxxx xxxx xxxx xxxx is on board going to xxxx xxxx with ah xxxx xxx xxxx assigned
F1-1,BTA3844,JET LINK THIRTY EIGHT FORTY FOUR GOOD AFTERNOON THANKS,954.68,956.49,L02F1-0166,,jet link thirty eight forty four good afternoon thanks,jet link xxxx xxxx xxxx xxxx good afternoon thanks
BTA3844,F1-1,K,956.54,957.02,L02F1-0167,,k,k
F1-1,BTA3844,JET LINK THIRTY EIGHT FORTY FOUR TURN LEFT HEADING THREE SIX ZERO,1031.48,1033.99,L02F1-0168,,jet link thirty eight forty four turn left heading three six zero,jet link xxxx xxxx xxxx xxxx turn left heading xxxx xxx xxxx
BTA3844,F1-1,LEFT THREE SIX ZERO JET LINK THIRTY EIGHT FORTY FOUR,1034.12,1036.18,L02F1-0169,,left three six zero jet link thirty eight forty four,left xxxx xxx xxxx jet link xxxx xxxx xxxx xxxx
F1-1,PCN3566,PRECISION THIRTY FIVE SIXTY SIX TURN LEFT HEADING ZERO NINER ZERO VECTORS     FOR YOUR SEQUENCE,1036.2,1039.91,L02F1-0170,,precision thirty five sixty six turn left heading zero niner zero vectors for your sequence,precision xxxx xxxx xxxx xxx turn left heading xxxx niner xxxx vectors for your sequence
PCN3566,F1-1,O K WE (QUOTE RE,1039.94,1042.1,L02F1-0171,,o k we quote re,o k we quote re
F1-1,PCN3521,PRECISION THIRTY FIVE TWENTY ONE PROCEED DIRECT BOSTON DESCEND AND     MAINTAIN THREE THOUSAND ADVISE RUNWAY TWO TWO LEFT IN SIGHT,1042.08,1046.59,L02F1-0172,,precision thirty five twenty one proceed direct boston descend and maintain three thousand advise runway two two left in sight,precision xxxx xxxx xxxx xxx proceed direct boston descend and maintain xxxx xxxx advise runway xxx xxx left in sight
PCN3521,F1-1,DIRECT BOSTON DOWN TO THREE THOUSAND AND WE HAVE TWO TWO LEFT IN SIGHT     FOR PRECISION THIRTY FIVE TWENTY ONE,1046.83,1051.63,L02F1-0173,,direct boston down to three thousand and we have two two left in sight for precision thirty five twenty one,direct boston down to xxxx xxxx and we have xxx xxx left in sight for precision xxxx xxxx xxxx xxx
F1-1,PCN3521,PRECISION THIRTY FIVE TWENTY ONE YOUR RUNWAY IS TWO TWO LEFT AFTER     LANDING HOLD SHORT OF RUNWAY TWO SEVEN CLEARED FOR THE VISUAL APPROACH CROSS     TEN D M E AT THREE THOUSAND FEET OR ABOVE,1051.69,1058.71,L02F1-0174,,precision thirty five twenty one your runway is two two left after landing hold short of runway two seven cleared for the visual approach cross ten d m e at three thousand feet or above,precision xxxx xxxx xxxx xxx your runway is xxx xxx left after landing hold short of runway xxx xxxx cleared for the visual approach cross xxx d m e at xxxx xxxx feet or above
PCN3521,F1-1,CLEARED FOR THE VISUAL TWO TWO LEFT TO HOLD SHORT OF TWO SEVEN PRECISION     THIRTY FIVE TWENTY ONE,1058.85,1062.54,L02F1-0175,,cleared for the visual two two left to hold short of two seven precision thirty five twenty one,cleared for the visual xxx xxx left to hold short of xxx xxxx precision xxxx xxxx xxxx xxx
F1-1,DAL258,DELTA TWO FIFTY EIGHT REDUCE AND MAINTAIN SPEED ONE SEVEN ZERO TIL RIPIT     TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD SHORT OF YOUR RUNWAY,1062.64,1068.65,L02F1-0176,,delta two fifty eight reduce and maintain speed one seven zero til ripit traffic landing runway two two left will hold short of your runway,delta xxx xxxx xxxx reduce and maintain speed xxx xxxx xxxx til ripit traffic landing runway xxx xxx left will hold short of your runway
DAL258,F1-1,WILL COMPLY WITH ALL THAT DELTA TWO FIFTY EIGHT,1069.12,1071.43,L02F1-0177,,will comply with all that delta two fifty eight,will comply with all that delta xxx xxxx xxxx
F1-1,PCN3566,PRECISION THIRTY FIVE SIXTY SIX V F R DESCENT TO FOUR THOUSAND IS     APPROVED TRAFFIC YOUR COMPANY GOING YOUR LEFT TO RIGHT ELEVEN O     (QUOTE CLOCK,1071.72,1078.83,L02F1-0178,,precision thirty five sixty six v f r descent to four thousand is approved traffic your company going your left to right eleven o quote clock,precision xxxx xxxx xxxx xxx v f r descent to xxxx xxxx is approved traffic your company going your left to right xxxx o quote clock
PCN3566,F1-1,O K WE (QUOTE LL,1078.86,1081.97,L02F1-0179,,o k we quote ll,o k we quote ll
F1-1,PCN3566,PRECISION THIRTY FIVE SIXTY SIX YOUR COMPANY IS AH NOW OVER TO ONE     BECOMING TWO O (QUOTE CLOCK,1119.72,1124.75,L02F1-0180,,precision thirty five sixty six your company is ah now over to one becoming two o quote clock,precision xxxx xxxx xxxx xxx your company is ah now over to xxx becoming xxx o quote clock
PCN3566,F1-1,WE HAVE HIM IN SIGHT THIRTY FIVE SIXTY SIX,1124.79,1126.46,L02F1-0181,,we have him in sight thirty five sixty six,we have him in sight xxxx xxxx xxxx xxx
F1-1,PCN3566,THIRTY FIVE SIXTY SIX DESCENT (QUOTE S,1126.44,1133.87,L02F1-0182,,thirty five sixty six descent quote s,xxxx xxxx xxxx xxx descent quote s
PCN3566,F1-1,O K WE (QUOTE LL,1133.91,1136.22,L02F1-0183,,o k we quote ll,o k we quote ll
F1-1,PCN3566 BTA3844,THANKS JET LINK THIRTY EIGHT FORTY FOUR TURN LEFT HEADING THREE THREE     ZERO,1136.01,1138.59,L02F1-0184,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION,thanks jet link thirty eight forty four turn left heading three three zero,thanks jet link xxxx xxxx xxxx xxxx turn left heading xxxx xxxx xxxx
BTA3844,F1-1,LEFT THREE THIRTY JET LINK THIRTY EIGHT FORTY FOUR,1138.66,1140.54,L02F1-0185,,left three thirty jet link thirty eight forty four,left xxxx xxxx jet link xxxx xxxx xxxx xxxx
F1-1,DAL258,DELTA TWO FIFTY EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE,1140.55,1143.16,L02F1-0186,,delta two fifty eight contact the tower one one niner point one,delta xxx xxxx xxxx contact the tower xxx xxx niner point xxx
DAL258,F1-1,ONE NINETEEN ONE GOOD DAY,1143.12,1144.62,L02F1-0187,,one nineteen one good day,xxx xxxx xxx good day
F1-1,DAL258 PCN3521,GOOD DAY NOW PRECISION THIRTY FIVE TWENTY ONE CONTACT THE TOWER ONE ONE     NINER POINT ONE,1144.63,1147.62,L02F1-0188,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION,good day now precision thirty five twenty one contact the tower one one niner point one,good day now precision xxxx xxxx xxxx xxx contact the tower xxx xxx niner point xxx
PCN3521,F1-1,NINETEEN ONE GOOD DAY SIR,1147.82,1148.92,L02F1-0189,DIFFERENT PILOT,nineteen one good day sir,xxxx xxx good day sir
F1-1,PCN3521 PCN3566,GOOD DAY PRECISION THIRTY FIVE SIXTY SIX CONTACT THE TOWER ONE ONE NINER     POINT ONE,1148.88,1151.67,L02F1-0190,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION,good day precision thirty five sixty six contact the tower one one niner point one,good day precision xxxx xxxx xxxx xxx contact the tower xxx xxx niner point xxx
PCN3566,F1-1,NINETEEN ONE SO LONG,1151.64,1152.66,L02F1-0191,,nineteen one so long,xxxx xxx so long
USA1524,F1-1,AH BOSTON APPROACH U S AIR FIFTEEN TWENTY FOUR SEVEN AND A HALF FOR SIX     THOUSAND,1162.63,1166.27,L02F1-0192,,ah boston approach u s air fifteen twenty four seven and a half for six thousand,ah boston approach u s air xxxx xxxx xxxx xxxx and a half for xxx xxxx
F1-1,USA1524,U S AIR FIFTEEN TWENTY FOUR BOSTON GOOD AFTERNOON DESCEND AND MAINTAIN     FOUR THOUSAND,1166.19,1169.31,L02F1-0193,,u s air fifteen twenty four boston good afternoon descend and maintain four thousand,u s air xxxx xxxx xxxx boston good afternoon descend and maintain xxxx xxxx
USA1524,F1-1,O K GOOD AFTERNOON CLEARED DOWN TO FOUR THOUSAND U S AIR FIFTEEN TWENTY     FOUR,1169.71,1172.89,L02F1-0194,,o k good afternoon cleared down to four thousand u s air fifteen twenty four,o k good afternoon cleared down to xxxx xxxx u s air xxxx xxxx xxxx
USA182,F1-1,APPROACH U S AIR (QUOTE S,1211.77,1214.98,L02F1-0195,,approach u s air quote s,approach u s air quote s
